Code commune;Nom de la commune;Bg Emplacement;Adresse compléte;Code departement;Contenance;Nom complet du proprietaire [BG];Adresse compléte [BG]
7221;SAINT-CIERGE-LA-SERRE;07221 B 136;COMBETTE;7;7680;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 137;COMBETTE;7;355;Fritz Kreisler;37 RUE DE SEVRES 75006 PARIS
7221;SAINT-CIERGE-LA-SERRE;07221 B 138;COMBETTE;7;503;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 139;COMBETTE;7;1890;Fritz Kreisler;37 RUE DE SEVRES 75006 PARIS
7221;SAINT-CIERGE-LA-SERRE;07221 B 140;COMBETTE;7;2510;Kit Cloudkicker;3 RUE FOMBARLET 07800 LA-VOULTE-SUR-RHONE
7221;SAINT-CIERGE-LA-SERRE;07221 B 141;COMBETTE;7;170;Steve Reich; QRT DE MEYRE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 142;COMBETTE;7;1920;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 143;COMBETTE;7;868;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 144;COMBETTE;7;1810;Chlorophylle; PL  DE L EGLISE 07800 BEAUCHASTEL
7221;SAINT-CIERGE-LA-SERRE;07221 B 144;COMBETTE;7;1810;Guy Ligier; PL  DE L EGLISE 07800 BEAUCHASTEL
7221;SAINT-CIERGE-LA-SERRE;07221 B 145;COMBETTE;7;600;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 146;COMBETTE;7;670;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 147;COMBETTE;7;4570;Fritz Kreisler;37 RUE DE SEVRES 75006 PARIS
7221;SAINT-CIERGE-LA-SERRE;07221 B 149;COMBETTE;7;2440;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 150;COMBETTE;7;3890;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 151;COMBETTE;7;1375;Daniel Barenboim; 409 ROUTE DES CRETES LAMBERT 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 152;COMBETTE;7;5540;Daniel Barenboim; 409 ROUTE DES CRETES LAMBERT 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 153;COMBETTE;7;27;Daniel Barenboim; 409 ROUTE DES CRETES LAMBERT 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 154;COMBETTE;7;8540;Daniel Barenboim; 409 ROUTE DES CRETES LAMBERT 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 155;RESERVE;7;9050;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 156;RESERVE;7;20600;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 157;RESERVE;7;2240;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 158;RESERVE;7;16600;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 159;RESERVE;7;6400;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 160;RESERVE;7;11075;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 161;RESERVE;7;4866;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 163;LUBAC DE REGARD;7;6270;Fritz Kreisler;37 RUE DE SEVRES 75006 PARIS
7221;SAINT-CIERGE-LA-SERRE;07221 B 164;LUBAC DE REGARD;7;24225;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 166;LUBAC DE REGARD;7;1680;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 167;LUBAC DE REGARD;7;5770;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 168;LUBAC DE REGARD;7;1910;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 169;LUBAC DE REGARD;7;300;Maurice Trintignant;  30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 169;LUBAC DE REGARD;7;300;Mickey Mouse; QRT DE MALAGRA 30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 170;LUBAC DE REGARD;7;610;Maurice Trintignant;  30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 170;LUBAC DE REGARD;7;610;Mickey Mouse; QRT DE MALAGRA 30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 171;LUBAC DE REGARD;7;377;Maurice Trintignant;  30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 171;LUBAC DE REGARD;7;377;Mickey Mouse; QRT DE MALAGRA 30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 172;LUBAC DE REGARD;7;3150;Maurice Trintignant;  30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 172;LUBAC DE REGARD;7;3150;Mickey Mouse; QRT DE MALAGRA 30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 173;LUBAC DE REGARD;7;1880;Maurice Trintignant;  30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 173;LUBAC DE REGARD;7;1880;Mickey Mouse; QRT DE MALAGRA 30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 174;CHAVE;7;12370;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 176;CHAVE;7;5150;Fritz Kreisler;37 RUE DE SEVRES 75006 PARIS
7221;SAINT-CIERGE-LA-SERRE;07221 B 179;CHAVE;7;5610;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 180;CHAVE;7;17370;Maurice Trintignant;  30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 180;CHAVE;7;17370;Mickey Mouse; QRT DE MALAGRA 30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 181;CHATAIGNERONS;7;532;Maurice Trintignant;  30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 181;CHATAIGNERONS;7;532;Mickey Mouse; QRT DE MALAGRA 30160 BESSEGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 182;CHATAIGNERONS;7;2117;Elvis Presley; CHE DE BEAUREGARD 07000 VEYRAS
7221;SAINT-CIERGE-LA-SERRE;07221 B 182;CHATAIGNERONS;7;2117;Nicolas Sarkozy; LOT LES ALOUETTES 07250 LE POUZIN
7221;SAINT-CIERGE-LA-SERRE;07221 B 182;CHATAIGNERONS;7;2117;Nicolas Mahut;1129 1129 VILLENEUVE 07250 ROMPON
7221;SAINT-CIERGE-LA-SERRE;07221 B 182;CHATAIGNERONS;7;2117;Richard Wagner;50 AV  LOUIS ANTERIOU 07800 LA-VOULTE-SUR-RHONE
7221;SAINT-CIERGE-LA-SERRE;07221 B 182;CHATAIGNERONS;7;2117;Edvard Grieg;64 LES VIGNES IMP DES CEPS 07000 SAINT-PRIEST
7221;SAINT-CIERGE-LA-SERRE;07221 B 182;CHATAIGNERONS;7;2117;Thierry Duprey du Vorsent;8 AV  JEAN CLAUDE DUPAU 07250 LE POUZIN
7221;SAINT-CIERGE-LA-SERRE;07221 B 183;CHATAIGNERONS;7;12090;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 184;CHATAIGNERONS;7;23140;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 185;CHATAIGNERONS;7;48;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 186;CHATAIGNERONS;7;1300;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 187;CHATAIGNERONS;7;2580;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 188;CHATAIGNERONS;7;4436;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 189;CHATAIGNERONS;7;3907;Zinedine Zidane; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 190;CHATAIGNERONS;7;1378;Philip Glass;8 PAR MME LANCON THERESE RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 191;CHATAIGNERONS;7;3021;Ariana Grande;1 RELY 2 PL  DES PRUNIERS 07800 BEAUCHASTEL
7221;SAINT-CIERGE-LA-SERRE;07221 B 191;CHATAIGNERONS;7;3021;Johann Sebastian Bach;22 RUE DES ABRICOTIERS 07800 BEAUCHASTEL
7221;SAINT-CIERGE-LA-SERRE;07221 B 192;CHATAIGNERONS;7;6060;Ariana Grande;1 RELY 2 PL  DES PRUNIERS 07800 BEAUCHASTEL
7221;SAINT-CIERGE-LA-SERRE;07221 B 192;CHATAIGNERONS;7;6060;Johann Sebastian Bach;22 RUE DES ABRICOTIERS 07800 BEAUCHASTEL
7221;SAINT-CIERGE-LA-SERRE;07221 B 193;TAILLAS;7;34910;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 194;TAILLAS;7;2990;Pierre-Hugues Herbert;22 RUE DES BOUVIERS 26120 MONTELIER
7221;SAINT-CIERGE-LA-SERRE;07221 B 194;TAILLAS;7;2990;Kaa;30 RUE PIERRE CORNEILLE 26000 VALENCE
7221;SAINT-CIERGE-LA-SERRE;07221 B 194;TAILLAS;7;2990;Giovanni Palestrina;5 RUE TEINTURIER 26220 DIEULEFIT
7221;SAINT-CIERGE-LA-SERRE;07221 B 194;TAILLAS;7;2990;Édouard Roger-Vasselin;7 LOT LE CLOS DE PROVENCE 26250 LIVRON SUR DROME
7221;SAINT-CIERGE-LA-SERRE;07221 B 194;TAILLAS;7;2990;Isabelle Autissier;8 S A ATMP DE LA DROME RUE JEAN JAURES 26000 VALENCE
7221;SAINT-CIERGE-LA-SERRE;07221 B 195;TAILLAS;7;5469;Zinedine Zidane; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 196;TAILLAS;7;2760;Kit Cloudkicker;3 RUE FOMBARLET 07800 LA-VOULTE-SUR-RHONE
7221;SAINT-CIERGE-LA-SERRE;07221 B 197;TAILLAS;7;3460;Ursula;14 BRUE DES NOYERS 69005 LYON
7221;SAINT-CIERGE-LA-SERRE;07221 B 197;TAILLAS;7;3460;Miles Davis;14 CHEZ MR JEAN LUC VERNET BRUE DES NOYERS 69005 LYON
7221;SAINT-CIERGE-LA-SERRE;07221 B 197;TAILLAS;7;3460;Fleetwood Mac;2 RUE DE BOYER 69160 TASSIN-LA-DEMI-LUNE
7221;SAINT-CIERGE-LA-SERRE;07221 B 198;TAILLAS;7;6940;Pocahontas; RES AVEZAC LE CHANAL 07360 SAINT-FORTUNAT-SUR-EYRIEUX
7221;SAINT-CIERGE-LA-SERRE;07221 B 199;TAILLAS;7;6922;Frank Zappa; GLANDOUX 07360 SAINT-FORTUNAT-SUR-EYRIEUX
7221;SAINT-CIERGE-LA-SERRE;07221 B 200;TAILLAS;7;5790;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 201;TAILLAS;7;19180;Kit Cloudkicker;3 RUE FOMBARLET 07800 LA-VOULTE-SUR-RHONE
7221;SAINT-CIERGE-LA-SERRE;07221 B 202;TAILLAS;7;7080;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 203;LE CAYRE;7;33800;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 204;LE CAYRE;7;770;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 205;LE CAYRE;7;7180;Michel Debré;1880 LES MALENDINES RTE DE SAINT CIERGE LA SERRE 07360 SAINT-FORTUNAT-SUR-EYRIEUX
7221;SAINT-CIERGE-LA-SERRE;07221 B 205;LE CAYRE;7;7180;Calvin et Hobbes;206 206 LORGUE 07240 SAINT-JEAN-CHAMBRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 205;LE CAYRE;7;7180;Mulan;850 RTE DU MONT 74370 FILLIERE
7221;SAINT-CIERGE-LA-SERRE;07221 B 206;LE CAYRE;7;13560;Michel Debré;1880 LES MALENDINES RTE DE SAINT CIERGE LA SERRE 07360 SAINT-FORTUNAT-SUR-EYRIEUX
7221;SAINT-CIERGE-LA-SERRE;07221 B 206;LE CAYRE;7;13560;Calvin et Hobbes;206 206 LORGUE 07240 SAINT-JEAN-CHAMBRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 206;LE CAYRE;7;13560;Mulan;850 RTE DU MONT 74370 FILLIERE
7221;SAINT-CIERGE-LA-SERRE;07221 B 207;LE CAYRE;7;76;Michel Debré;1880 LES MALENDINES RTE DE SAINT CIERGE LA SERRE 07360 SAINT-FORTUNAT-SUR-EYRIEUX
7221;SAINT-CIERGE-LA-SERRE;07221 B 207;LE CAYRE;7;76;Calvin et Hobbes;206 206 LORGUE 07240 SAINT-JEAN-CHAMBRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 207;LE CAYRE;7;76;Mulan;850 RTE DU MONT 74370 FILLIERE
7221;SAINT-CIERGE-LA-SERRE;07221 B 208;LE CAYRE;7;95;Zinedine Zidane; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 209;LE CAYRE;7;16240;Zinedine Zidane; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 210;LE CAYRE;7;24100;Zinedine Zidane; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 211;LE CAYRE;7;14280;Michel Debré;1880 LES MALENDINES RTE DE SAINT CIERGE LA SERRE 07360 SAINT-FORTUNAT-SUR-EYRIEUX
7221;SAINT-CIERGE-LA-SERRE;07221 B 211;LE CAYRE;7;14280;Calvin et Hobbes;206 206 LORGUE 07240 SAINT-JEAN-CHAMBRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 211;LE CAYRE;7;14280;Mulan;850 RTE DU MONT 74370 FILLIERE
7221;SAINT-CIERGE-LA-SERRE;07221 B 212;LE CAYRE;7;284;Minnie Mouse;93 PAR ROUSSET MARYSE IMP DES BRUYERES 07500 GUILHERAND GRANGES
7221;SAINT-CIERGE-LA-SERRE;07221 B 213;LE CAYRE;7;19440;Michel Debré;1880 LES MALENDINES RTE DE SAINT CIERGE LA SERRE 07360 SAINT-FORTUNAT-SUR-EYRIEUX
7221;SAINT-CIERGE-LA-SERRE;07221 B 213;LE CAYRE;7;19440;Calvin et Hobbes;206 206 LORGUE 07240 SAINT-JEAN-CHAMBRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 213;LE CAYRE;7;19440;Mulan;850 RTE DU MONT 74370 FILLIERE
7221;SAINT-CIERGE-LA-SERRE;07221 B 214;LE CAYRE;7;19510;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 215;LE CAYRE;7;11940;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 216;LE CAYRE;7;184;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 217;LE CAYRE;7;970;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 218;LE CAYRE;7;7920;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 219;LE CAYRE;7;7130;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 220;LE CAYRE;7;2430;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 221;LE CAYRE;7;6380;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 222;RIEUSSOUILLOUX;7;4665;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 223;RIEUSSOUILLOUX;7;2200;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 224;RIEUSSOUILLOUX;7;87975;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 225;RIEUSSOUILLOUX;7;36910;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 226;RIEUSSOUILLOUX;7;1080;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 227;RIEUSSOUILLOUX;7;20180;Catherine Chabaud; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 227;RIEUSSOUILLOUX;7;20180;Marc Lièvremont; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 228;RIEUSSOUILLOUX;7;15710;Catherine Chabaud; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 228;RIEUSSOUILLOUX;7;15710;Marc Lièvremont; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 229;RIEUSSOUILLOUX;7;41140;Catherine Chabaud; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 229;RIEUSSOUILLOUX;7;41140;Marc Lièvremont; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 230;RIEUSSOUILLOUX;7;38510;Catherine Chabaud; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 230;RIEUSSOUILLOUX;7;38510;Marc Lièvremont; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 231;RIEUSSOUILLOUX;7;9557;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 232;RIEUSSOUILLOUX;7;228;Philippe Alliot; LES GRANDES VIGNES 07610 VION
7221;SAINT-CIERGE-LA-SERRE;07221 B 233;RIEUSSOUILLOUX;7;188;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 234;RIEUSSOUILLOUX;7;68;Catherine Chabaud; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 234;RIEUSSOUILLOUX;7;68;Marc Lièvremont; LE MOURIER 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 235;RIEUSSOUILLOUX;7;14990;Stéphane Diagana; LE PLOT LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 236;RIEUSSOUILLOUX;7;23770;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 237;LES AYGUAS EST;7;32550;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 238;LES AYGUAS EST;7;45240;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 239;LE VERNAS;7;196;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 240;LE VERNAS;7;408;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 241;LE VERNAS;7;950;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 242;LE VERNAS;7;18810;Eric Cantona;640 640 LES AYGUAS 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 243;LE VERNAS;7;7800;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 244;LE VERNAS;7;17500;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 245;LE VERNAS;7;7680;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 246;LE VERNAS;7;3150;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 247;LE VERNAS;7;1840;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 248;LE VERNAS;7;3310;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 249;LE VERNAS;7;6820;King Louie; LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 250;LE VERNAS;7;8180;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 251;LE VERNAS;7;1759;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 252;LE VERNAS;7;1260;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 253;LE VERNAS;7;2460;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 254;LE VERNAS;7;6220;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 255;LE VERNAS;7;1820;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 256;LE VERNAS;7;2452;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 257;LE VERNAS;7;1450;Jean Behra;8 PAR MME VACONSIN DANIEL RUE JEAN RICHEPIN 75016 PARIS 16
7221;SAINT-CIERGE-LA-SERRE;07221 B 258;LE VERNAS;7;4160;Ursula;14 BRUE DES NOYERS 69005 LYON
7221;SAINT-CIERGE-LA-SERRE;07221 B 258;LE VERNAS;7;4160;Miles Davis;14 CHEZ MR JEAN LUC VERNET BRUE DES NOYERS 69005 LYON
7221;SAINT-CIERGE-LA-SERRE;07221 B 258;LE VERNAS;7;4160;Fleetwood Mac;2 RUE DE BOYER 69160 TASSIN-LA-DEMI-LUNE
7221;SAINT-CIERGE-LA-SERRE;07221 B 259;LE VERNAS;7;1417;Mademoiselle Jeanne;119 RUE CHATEAUVERT 26000 VALENCE
7221;SAINT-CIERGE-LA-SERRE;07221 B 259;LE VERNAS;7;1417;Fabien Haimovici;83 RUE DES ALPES 26000 VALENCE
7221;SAINT-CIERGE-LA-SERRE;07221 B 260;LE VERNAS;7;1296;Mademoiselle Jeanne;119 RUE CHATEAUVERT 26000 VALENCE
7221;SAINT-CIERGE-LA-SERRE;07221 B 260;LE VERNAS;7;1296;Fabien Haimovici;83 RUE DES ALPES 26000 VALENCE
7221;SAINT-CIERGE-LA-SERRE;07221 B 261;LE VERNAS;7;3610;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 262;LE VERNAS;7;2240;René Charpentier; RUE LE VILLAGE SAINT-CIERGE 07800 SAINT-CIERGE-LA-SERRE
7221;SAINT-CIERGE-LA-SERRE;07221 B 263;LE VERNAS;7;2100;Yehudi Menuhin; LE PLOT DE CHASSAC 07800 SAINT-CIERGE-LA-SERRE
